"Estimate","Std..Error","t.value","Pr...t..","source","coeff"
0.234128659377922,0.0125292585034264,18.6865535030579,2.43134497580844e-75,"5census_allScot_Poor","xij1971"
0.248933759571439,0.0180887773815731,13.7617791584425,2.60168627319709e-42,"5census_allScot_Poor","w1971q"
-0.00576638202674458,0.00187574443928212,-3.07418319147542,0.00212235187242078,"5census_allScot_Poor","migshareMinusOwn1971"
0.00660030035899921,0.00111458487555067,5.92175661430745,3.40123151565192e-09,"5census_allScot_Poor","ea1971"
0.00523778811134408,0.000321824800442425,16.2752780523549,4.72438337370607e-58,"5census_allScot_Poor","popPerAcre1971"
0.330112331891746,0.0279326786419118,11.8181408995421,2.18459328682476e-31,"5census_allScot_Rich","xij1971"
-0.0597011210875026,0.0375358526914422,-1.59050925466558,0.111848552882882,"5census_allScot_Rich","w1971q"
0.0112909759059438,0.00142186442593778,7.94096518625319,3.02257881603571e-15,"5census_allScot_Rich","migshareMinusOwn1971"
0.00945334479341808,0.000891181630187023,10.6076522149971,9.78693513099137e-26,"5census_allScot_Rich","ea1971"
0.00432032368688153,0.000278708489651889,15.5012274375915,8.82561369711318e-52,"5census_allScot_Rich","popPerAcre1971"
0.255683038819556,0.0199994969348228,12.7844735121494,5.19646310175664e-36,"5census_urban_allScot_Poor","xij1971"
0.266713035073872,0.0285298544735703,9.34855925469061,2.32997125199145e-20,"5census_urban_allScot_Poor","w1971q"
-0.0110171646003987,0.00357837660901817,-3.07881640312353,0.00210694459453744,"5census_urban_allScot_Poor","migshareMinusOwn1971"
0.00848445052285471,0.00228500957039106,3.71309189808019,0.000210439694897646,"5census_urban_allScot_Poor","ea1971"
0.00393392333455499,0.000660501968497467,5.9559600458179,3.05476875467967e-09,"5census_urban_allScot_Poor","popPerAcre1971"
0.267353425956076,0.0467098122259322,5.72371014173436,1.384242087435e-08,"5census_urban_allScot_Rich","xij1971"
-0.0462406797749775,0.0630365667670778,-0.733553271481906,0.463396313583865,"5census_urban_allScot_Rich","w1971q"
0.0144355499283355,0.0024934509050532,5.78938606694866,9.5028428351571e-09,"5census_urban_allScot_Rich","migshareMinusOwn1971"
0.0150879066501344,0.00174602771457758,8.64127557894157,2.22999172342979e-17,"5census_urban_allScot_Rich","ea1971"
0.00457140669091591,0.000523508193039605,8.73225434042075,1.06042817479692e-17,"5census_urban_allScot_Rich","popPerAcre1971"
0.121441224323003,0.0301165871721785,4.03237005669719,5.99888016856374e-05,"Glasgow_5census_urbanPoor","xij1971"
0.287725847522924,0.0434658754367699,6.61958017943251,6.24517458138793e-11,"Glasgow_5census_urbanPoor","w1971q"
0.0180874973734183,0.0161034244105263,1.12320813960508,0.261654395883483,"Glasgow_5census_urbanPoor","migshareMinusOwn1971"
-0.00819987370607013,0.00971284314070926,-0.844230014556928,0.398769547058029,"Glasgow_5census_urbanPoor","ea1971"
0.00262664242463912,0.00295902720390109,0.887670928194317,0.374959508664426,"Glasgow_5census_urbanPoor","popPerAcre1971"
0.299638573980179,0.0577591813024415,5.18772197291366,3.49256919072576e-07,"Glasgow_5census_urbanRich","xij1971"
0.123358487296332,0.0830391275139718,1.48554652474613,0.138239270290053,"Glasgow_5census_urbanRich","w1971q"
0.0641243096056021,0.00913490720506459,7.01970016400935,1.04836941198291e-11,"Glasgow_5census_urbanRich","migshareMinusOwn1971"
0.0222113290732822,0.00691977593040449,3.20983356927626,0.00144260331403052,"Glasgow_5census_urbanRich","ea1971"
0.0078241950488332,0.0021507201561467,3.63794193608679,0.000313300431326545,"Glasgow_5census_urbanRich","popPerAcre1971"
0.150445864670013,0.051907648901155,2.8983371016572,0.00393810519104206,"Edinburgh_5census_urbanPoor","xij1971"
0.25290959726333,0.0789975577465448,3.20148627980075,0.00146585566163864,"Edinburgh_5census_urbanPoor","w1971q"
-0.136327538303177,0.032150404162434,-4.24030558416646,2.71980216017005e-05,"Edinburgh_5census_urbanPoor","migshareMinusOwn1971"
-0.00152419161083303,0.0269988089724941,-0.0564540314495298,0.95500562518755,"Edinburgh_5census_urbanPoor","ea1971"
0.0435056019325532,0.00555731064288146,7.82853519053877,3.68694860764018e-14,"Edinburgh_5census_urbanPoor","popPerAcre1971"
0.359347824105684,0.0762590093997716,4.71220157374298,4.78741979244343e-06,"Edinburgh_5census_urbanRich","xij1971"
0.00740973420438403,0.103364724720466,0.0716853280886929,0.942929354226958,"Edinburgh_5census_urbanRich","w1971q"
0.0756844240679472,0.030592718330961,2.47393589707102,0.0142597617396643,"Edinburgh_5census_urbanRich","migshareMinusOwn1971"
0.0554195844123233,0.0251800851839282,2.20092918699482,0.0289720267873096,"Edinburgh_5census_urbanRich","ea1971"
0.0600451566594664,0.00570070172112835,10.532941310878,1.20982293045838e-20,"Edinburgh_5census_urbanRich","popPerAcre1971"
0.365473157712822,0.0850738226110038,4.29595316745001,4.06937703826199e-05,"Aberdeen_5census_urbanPoor","xij1971"
0.184328943255827,0.112539109304326,1.63791009539065,0.104615113350363,"Aberdeen_5census_urbanPoor","w1971q"
0.439331084020585,0.684459002657698,0.641866177981002,0.522443521679209,"Aberdeen_5census_urbanPoor","migshareMinusOwn1971"
-1.00224057368229,0.29601241869718,-3.38580583238157,0.00101885585071274,"Aberdeen_5census_urbanPoor","ea1971"
-0.0358467995917012,0.0620142184927479,-0.578041624371889,0.564548548138964,"Aberdeen_5census_urbanPoor","popPerAcre1971"
0.476627210242151,0.24415077804864,1.95218386790149,0.0581222475956563,"Aberdeen_5census_urbanRich","xij1971"
0.134324350784933,0.200883098143999,0.668669251051901,0.507645295143583,"Aberdeen_5census_urbanRich","w1971q"
2.29811415593639,0.92529907643082,2.48364470955808,0.0174092374001796,"Aberdeen_5census_urbanRich","migshareMinusOwn1971"
-1.11014037831549,0.46298217948681,-2.39780368986561,0.0213785224273195,"Aberdeen_5census_urbanRich","ea1971"
-0.0931451757259593,0.109527820615374,-0.850424807164337,0.400280037094849,"Aberdeen_5census_urbanRich","popPerAcre1971"
