label,name,year,England,Scotland,Wales,Irish.Republic,Rest.of.UK,India,Pakistan,Europe,Rest.of.world,UK,non.UK
05CGFG,Chapel Green,1971,97.55795158346756,0.6736052775801958,0.29308086599780625,0.36153332157803814,0.27573689805853513,0.027133451496471613,0.0055600536432407624,0.4241154946016498,0.38128305357650627,98.8003746251041,1.1996253748959065
05CGFH,Darnall,1971,93.23849319544607,0.6233972220678052,0.34050423819892994,0.5072996442818293,0.15573966514738266,0.2511797420679072,2.9870009652093743,0.44096762559183145,1.4554177019888699,94.35813432086019,5.641865679139812
05CGFJ,Dore,1971,95.12158417786017,1.3027234177286162,0.9807341173628167,0.3018499368040106,0.313364433776344,0.18933540124505382,0.015113150678828166,0.6759610015118613,1.0993343630322967,97.71840614672794,2.2815938532720503
05CGFK,Ecclesall,1971,92.89371691491026,1.9635663190479367,1.008497042801138,0.6770948029566671,0.3999454011740429,0.19700341886222414,0.11649771795846453,1.193171842978366,1.5505065393108979,96.26572567793337,3.7342743220666197
05CGFL,Firth Park,1971,93.34989292549217,0.5640949053337885,0.282813830641014,0.5070516459520608,0.2573680919968539,0.3207286985254113,0.24069906054389759,0.5377024410789766,3.9396484004358236,94.45416975346383,5.54583024653617
05CGFM,Hallam,1971,94.32771579306697,1.4722534545093517,1.011649156842614,0.44006683487519144,0.317057438585645,0.17435699626747342,0.07753028361795439,0.79362959396496,1.3857404482698361,97.12867584300459,2.8713241569954153
05CGFN,Handsworth,1971,97.74535682602419,0.575474284123603,0.27378844767270016,0.34323681513751875,0.18360737948084876,0.050943049322864656,0.011250468485052912,0.4662406639020611,0.35010206585116227,98.77822693730134,1.2217730626986596
05CGFP,Heeley,1971,95.3148199912239,0.7113691746625643,0.35491066396892046,0.5852311064787604,0.2593352950623899,0.1850159843252157,0.1957613876524825,0.6303593801700994,1.7631970164556727,96.64043512491777,3.359564875082231
05CGFQ,Hillsborough,1971,97.59483947408482,0.5108569230278734,0.24391748299207672,0.4892212158946664,0.20251719116406527,0.07695003049705935,0.019267795088397804,0.3909679743042638,0.47146191294677775,98.55213107126883,1.447868928731165
05CGFR,Intake,1971,97.6857900869416,0.5033423495744304,0.3316171487473377,0.33986062062887556,0.12234723589503199,0.11071724390591825,0.00613489471224391,0.3780720241304427,0.5221183954641361,98.6430968211584,1.3569031788416166
05CGFS,Manor,1971,97.41204354344617,0.5246764020335964,0.252395197415095,0.4848251098382305,0.14692792040129643,0.04159373888964051,0.2548446114465491,0.27397436133049574,0.6087191151989163,98.33604306329616,1.663956936703832
05CGFT,Mosborough,1971,98.1386930341459,0.37602230605116493,0.2657504708119115,0.3726132819385139,0.2124562873107594,0.09131057879652799,0,0.26267267741570127,0.28048136352951736,98.99292209831974,1.0070779016802605
05CGFU,Nether Edge,1971,88.54423547724124,1.6805896958957203,0.7865800642173548,1.0457631035310466,0.45751847355981184,0.5259787861694202,1.0887989290837659,1.7566072172786762,4.113928253022959,91.46892371091414,8.531076289085867
05CGFW,Nether Shire,1971,97.64765747681282,0.5317387562650042,0.29368733230251587,0.4550807825286798,0.23727788976622322,0.09328424967429179,0.028935355799761985,0.32108794749324315,0.39125020935746246,98.71036145514655,1.2896385448534393
05CGFX,Netherthorpe,1971,93.80600606586228,0.7076403989918032,0.32298861388038264,0.9270109601819279,0.35875252257851803,0.17906661641015592,0.1345030029408839,0.7959227002362753,2.76810911891778,95.19538760131297,4.8046123986870235
05CGFY,Norton,1971,97.34465459163847,0.6507005604054881,0.3574602972317829,0.4430070841600962,0.20183245662084717,0.11170099169880074,0.009480500228750762,0.4316971557318342,0.4494663622839194,98.55464790589659,1.4453520941034013
05CGFZ,Owlerton,1971,97.56460926727752,0.40708166135453455,0.24842863174098498,0.30818688753445317,0.1765954363160413,0.12868230337514064,0.023158122301827004,0.3356600959598297,0.8075975941396644,98.39671499668907,1.6032850033109147
05CGGA,Park,1971,97.21184596464897,0.5666472463806077,0.2052946660107322,0.51238944512209,0.23921150265054317,0.07087789445298541,0.09338115740164363,0.43472562680511473,0.6656264965273181,98.22299937969086,1.7770006203091517
05CGGB,Sharrow,1971,89.60740761286849,1.2134575791719353,0.4750220325625119,1.2185801594007568,0.3431690773579414,0.6322318470752022,1.2305402626041972,1.077557729224231,4.202033699734744,91.63905630196086,8.360943698039131
05CGGC,Southey Green,1971,98.27940962888174,0.31458834782580786,0.19924558220913266,0.37893748648569037,0.21203474990674798,0.03991132715223544,0,0.21405784618212584,0.361815031356524,99.00527830882342,0.9947216911765757
05CGGD,South Wortley,1971,97.51779404938965,0.8022551361932586,0.29987434625181014,0.267014758772338,0.17506356873492807,0.07752721046558696,0.021592318285476305,0.28380907885180984,0.5550695330551365,98.79498710056964,1.2050128994303475
05CGGE,Stocksbridge,1971,97.35303855835335,0.7181343376768465,0.4695748215054105,0.6405397658747959,0.154986891136824,0.09162444305675208,0.003991750349267528,0.364946260256199,0.20316317179055413,98.69573460867242,1.3042653913275688
05CGGF,Walkley,1971,97.0884175749641,0.557772292560998,0.29517596056399314,0.49071810629989915,0.19221154807298582,0.05015668542231239,0.04681949834050479,0.40472542948693946,0.8740029042882723,98.13357737616208,1.866422623837928
05CFFA,Anston/Woodsetts,1981,96.08442904807406,1.3346561972847324,0.6611963372481008,0.23186997687711122,0.21182960739390805,0.08977862287645487,0.016334956517129618,0.6395708943539528,0.7303343593745578,98.2921111900008,1.7078888099992064
05CFFB,Aston/Orgreave/Ulley,1981,96.99851944281352,0.8620938883074454,0.5003263520982909,0.2369204320272272,0.1339167753462619,0.2059931434831819,0.03322595317916402,0.40640016642611887,0.6226038463187997,98.49485645856551,1.5051435414344918
05CFFC,Boston,1981,92.45725557458331,1.1373563952008523,0.673026924020845,0.3993945617415805,0.2724445584480832,1.036314543662698,2.037767498491225,0.5093685720631079,1.477071371788301,94.5400834522531,5.4599165477469125
05CFFD,Bramley/Ravenfield/Wickersley,1981,96.94058640222522,0.9509673237348448,0.4689880225767772,0.3421594350758405,0.11644661451953431,0.08897394293744702,0.01376861483453773,0.51073533748486,0.5673743066109319,98.47698836305638,1.5230116369436173
05CFFE,Brampton/Melton/Wentworth,1981,98.05214150081348,0.7110987329458698,0.32893261873500024,0.16468934773714616,0.08866611915744828,0.04399636249297601,0.043044599812828134,0.2946480370869265,0.2727826812183306,99.1808389716518,0.8191610283482075
05CFFF,Brinsworth/Catcliffe/Treeton,1981,97.51526762467624,0.5974996125971864,0.21290162896886794,0.25824335575365,0.2269259707493121,0.0550936193386871,0.2898213934639203,0.38771793931915766,0.45652885513298863,98.5525948369916,1.4474051630084037
05CFFG,Broom,1981,96.70930405447415,0.991143860281626,0.4998407750169887,0.4973296078122964,0.10550165503137307,0.2661708218887773,0.07744418346706694,0.38953841977049136,0.4637266222572344,98.30579034480414,1.6942096551958663
05CFFH,Central,1981,89.16275180324645,0.8989900234020314,0.26886840886629954,0.8785939770479719,0.1533732576970026,0.30105581388827496,6.3963312623275055,0.859422434416831,1.0806130191076284,90.48398349321178,9.516016506788212
05CFFJ,Dalton/Hooton Roberts/Thrybergh,1981,96.88835074479097,0.9629249378096956,0.30707632271470064,0.5592544270700169,0.24033444831727657,0.035100778598868634,0.06715050311044526,0.3643393761687439,0.5754684614192698,98.39868645363264,1.6013135463673445
05CFFK,Greasebrough,1981,97.83108088225188,0.7145023893843531,0.33768293933414495,0.2995387304619414,0.13656882160142922,0.0737614577857206,0.0063622473629287935,0.32317570275024493,0.2773268290673413,99.0198350325718,0.980164967428177
05CFFL,Herringthorpe,1981,96.84242275802225,0.7712457078800842,0.2736543587014409,0.5276144458196754,0.22436013994765455,0.04771869567876554,0.3499466742846956,0.5288271905855765,0.4342100290798484,98.11168296455142,1.8883170354485617
05CFFM,Kimberworth,1981,97.16655353335719,0.5969788435084373,0.23964297392103343,0.509622418982762,0.18738581399105908,0.08482702651225116,0.10158467397412356,0.650845777414172,0.4625589383389691,98.19056116477772,1.8094388352222777
05CFFN,Kiveton Park,1981,96.29962310292609,1.7757176183413017,0.6765047880320196,0.18588514477124252,0.05438491319612349,0.032690141526729555,2.3070326331637922e-4,0.5188509384343004,0.45611264950888186,98.80623042249553,1.1937695775044708
05CFFP,Maltby,1981,94.46779725094427,3.031365498872336,0.46324207317761795,0.7138278670747209,0.19274776439859206,0.16544897445709186,0.02410833993624358,0.4750272166235931,0.4664350145155381,98.15515258739282,1.8448474126071874
05CFFQ,Park,1981,91.99797786953074,0.7319971786627075,0.25148570738096643,0.6840691760618598,0.2192971187975249,0.19917907685675046,4.311996124759898,0.7186214631358437,0.8853762848137045,93.20075787437194,6.799242125628057
05CFFR,Rawmarsh East,1981,95.87579233147306,1.1397075366674105,1.1613546924421922,0.4890546586590482,0.14403261225036018,0.01898524224393375,0.04664405870489641,0.3831959548922182,0.7412329126668763,98.32088717283303,1.6791128271669726
05CFFS,Rawmarsh West,1981,97.39820472763779,0.7821491921122211,0.33189474471110403,0.3742933672267145,0.20426106252115717,0.0954822486666933,0.024348988810808294,0.48487302188398446,0.3044926464295176,98.71650972698227,1.2834902730177182
05CFFT,St.John's,1981,96.21877143454677,1.3089833972367932,0.6341971742833885,0.39139299334061345,0.11988011349672349,0.039794212349162465,0,0.7547813103862954,0.5321993643602491,98.28183211956366,1.7181678804363205
05CFFU,Swinton,1981,97.29405044957994,0.9261210114252877,0.3818918010797642,0.350747077685869,0.08046403294284558,0.09512015428674574,0.026065829927342264,0.4811688637948729,0.3643707792773346,98.68252729502784,1.3174727049721644
05CFFW,Thorpe Hesley,1981,97.84483872554257,0.4579805339513288,0.5135426578267993,0.33142803854023883,0.1067075898427718,0.03912930605145786,3.154318920800754e-6,0.44514813327288516,0.26122186065302155,98.92306950716348,1.0769304928365242
05CFFX,Thurcroft/Whiston,1981,96.91595144938519,1.105117441321069,0.45033232265338674,0.2997423772665186,0.17737830540959282,0.05661630992025925,0.036803632728998656,0.49047921741372624,0.4675789439012437,98.64877951876923,1.3512204812307465
05CFFY,Wath,1981,97.63310521431173,0.79874565065737535,0.26543676591994814,0.38947512951511215,0.13021229761842304,0.01946183658186406,4.1937618599226944e-4,0.3725827505233089,0.39056097868623085,98.82749992850748,1.1725000714925082
05CGFA,Beauchief,1981,96.2600046064201,0.8239196520588158,0.4101833777108887,0.3687246023835591,0.21638825038367815,0.18398310753215785,0.05416305297870882,0.6933605213526008,0.9892728291794941,97.71049588657348,2.2895041134265206
05CGFB,Birley,1981,97.6876722220134,0.6366534500505178,0.22479792092900586,0.3215854309685076,0.16175561780615336,0.06708771550546448,0.02321108480544888,0.43532896190673265,0.4419075960147459,98.71087921079908,1.2891207892008996
05CGFC,Brightside,1981,95.50434415155964,0.6569629109704347,0.22177909959583333,0.4123779116723429,0.11633221012917305,0.19148410305285332,1.0185655706857486,0.43922522037051326,1.438928821963457,96.49941837225508,3.500581627744915
05CGFD,Broomhill,1981,86.75311940620506,1.9252506858057925,1.4450695544356964,0.783911179057277,0.5555750178813528,0.4644471884980828,0.11481719377331391,2.366129299969332,5.591680474374088,90.6790146643279,9.320985335672093
05CGFE,Burngreave,1981,86.62742485794855,0.8488047350826853,0.3722308348422588,0.9384568221039441,0.37975422008767656,0.6530485566897899,3.6051244618033516,0.6443338293976286,5.9308216820441215,88.22821464796117,11.771785352038835
05CGFF,Castle,1981,91.73130749356076,0.8991503795081904,0.23550618438285398,0.5467749585710123,0.2112160880723313,0.2657658484158646,1.3792818883015894,0.45471748510052507,4.276279674086866,93.07718014552414,6.922819854475858
05CGFG,Chapel Green,1981,97.41384936798728,0.6897899921947598,0.26012139398320117,0.24332969570855403,0.16801520723159524,0.1808693987251126,0.008857584227219476,0.42872563182785445,0.6064417281144198,98.53177596139683,1.4682240386031604
05CGFH,Darnall,1981,90.72955319006132,0.44758721297861337,0.29001226169765876,0.40782256650939586,0.14751317531972138,0.2869232978291021,4.775226728474944,0.5380436176285454,2.3773179495006938,91.61466584005731,8.385334159942682
05CGFJ,Dore,1981,95.74922595119128,1.193501776624339,0.7209043442558868,0.2679627647917497,0.2429333691487356,0.17359651455714412,0.009899483014048149,0.7349601761426879,0.9070156202741345,97.90656544122024,2.0934345587797645
05CGFK,Ecclesall,1981,92.7943854916514,1.8559301314362107,1.1680646298386221,0.6663000025052305,0.370574046958323,0.2788668535211551,0.07349280889260569,1.1791302525149767,1.613255782681489,96.18895429988456,3.811045700115457
05CGFL,Firth Park,1981,93.34610357035302,0.4966445039675564,0.34551957948686984,0.44171293869937595,0.19965352377139473,0.30967060252095285,2.3773054028741996,0.4345657687791914,2.048824109547433,94.38792117757885,5.612078822421153
05CGFM,Hallam,1981,93.70676647411025,1.5887487546214079,0.9322034545859756,0.4128196399047917,0.28388529702019977,0.4177077747745908,0.017287568187965167,0.6930319700282817,1.9475490667665365,96.51160398033784,3.488396019662166
05CGFN,Handsworth,1981,97.79851684874062,0.498124593807715,0.23573495789415339,0.3193223084694677,0.13627285739822748,0.04201398001234111,0.015748892316599723,0.39283263939976193,0.5614329219611167,98.66864925784071,1.3313507421592872
05CGFP,Heeley,1981,94.87654206253721,0.7741831037689727,0.36776843073942894,0.4725051338225707,0.24725501926598958,0.21231572754607952,0.5675149580213362,0.6494720508899001,1.832443513408527,96.26574861631161,3.734251383688414
05CGFQ,Hillsborough,1981,97.42923129427844,0.5503899867376161,0.34395983323984847,0.4253004797085532,0.16688348076926857,0.047155624737436265,0.010453048988578222,0.33091260472733414,0.6957136468129242,98.49046459502517,1.5095354049748262
05CGFR,Intake,1981,97.78529132627965,0.4387714285092077,0.22296595770292818,0.35580270120584173,0.10754964936320849,0.09271047181627398,0.010215623317950537,0.42200936522526816,0.5646834765796723,98.554578361855,1.4454216381450067
05CGFS,Manor,1981,96.99062106224186,0.5856509191113018,0.22867086286964713,0.43695890504355483,0.2924426483484634,0.0884203741086508,0.23929943284321767,0.2923168310725991,0.8456189643607117,98.09738549257128,1.902614507428734
05CGFT,Mosborough,1981,97.50424506515394,0.5878587614277385,0.28973202656891855,0.3156978149105545,0.1871507217664554,0.07560334089276571,9.06924214358469e-5,0.44656900995283255,0.5930525669053534,98.56898657491705,1.4310134250829418
05CGFU,Nether Edge,1981,87.20025660023535,1.5508312931557824,0.8800037582990305,0.9196366675013466,0.47517600126242593,0.6562713362914915,2.3727913220890193,1.838565360071987,4.106467661093558,90.10626765295258,9.893732347047402
05CGFW,Nether Shire,1981,96.78408925467934,0.5770962715768553,0.3141586869049955,0.5345713819203928,0.24979716634591287,0.10972006111709426,0.3594692743145949,0.32272501042819063,0.7483728927126211,97.9251413795071,2.074858620492894
05CGFX,Netherthorpe,1981,92.56109182842972,0.8411536948052604,0.2929725509607302,0.7538654387072501,0.31190604987086534,0.1664257498609141,0.15843677995455718,0.8416714158512419,4.0724764915594545,94.00712412406658,5.992875875933418
05CGFY,Norton,1981,97.55130542067499,0.4781332058005026,0.31379093957880433,0.3710528935807754,0.1697135683679627,0.11021075443821905,0.017557951506712022,0.4333383922584596,0.5548968737935709,98.51294313442227,1.487056865577737
05CGFZ,Owlerton,1981,97.21618569062147,0.5209807990147204,0.292086475658766,0.33916926502116146,0.1870922439830508,0.16287345281638987,0.04543513156147017,0.4449177863298775,0.7912591549930884,98.216345209278,1.7836547907219873
05CGGA,Park,1981,97.6325189247647,0.3076564071029248,0.20755145552320892,0.3965695355933184,0.12380874969690446,0.11143620761453939,0.06860930415839515,0.3546406894381259,0.7972087261078756,98.27153553708773,1.7284644629122545
05CGGB,Sharrow,1981,84.00419791254303,1.3775947721589312,0.702726882728088,1.1322101986257647,0.571873824350432,0.5669318200791233,3.8572386048406724,1.1066040755667794,6.6806219091071775,86.65639339178048,13.343606608219517
05CGGC,Southey Green,1981,97.9683930789083,0.41434316203294774,0.2291882417519936,0.24128165323009548,0.272817873541757,0.08231659823469015,0.031275220099991535,0.2499830622140902,0.5104011099861263,98.88474235623501,1.1152576437649935
05CGGD,South Wortley,1981,97.65001926083771,0.7198919249067668,0.3507217566381401,0.22501944085416942,0.18217203748855773,0.09602669718979183,0.008659907836537093,0.3344239043492854,0.43306506989904586,98.90280497987116,1.0971950201288296
05CGGE,Stocksbridge,1981,97.25216990579361,0.699418331200846,0.3853186234567992,0.47830636736160526,0.14299223637267774,0.11420786797277718,0.014276370136157585,0.4069937364861185,0.5063165612194096,98.47989909682393,1.520100903176068
05CGGF,Walkley,1981,96.74772734523928,0.5262094775071023,0.3386846597612152,0.42803655676085767,0.2480200016535915,0.12457577397880666,0.050954437174412,0.6016685662812769,0.9341231816434546,97.86064148416119,2.1393585158388078
05CFFA,Anston/Woodsetts,1991,96.46349413298566,1.303780964797914,0.5133637548891786,0.18741851368970014,0.22001303780964798,0.13852672750977837,0.008148631029986962,0.6926336375488917,0.47262059973924386,98.5006518904824,1.4993481095176011
05CFFB,Aston/Orgreave/Ulley,1991,97.32535979496616,0.6900177433133995,0.3351514753236512,0.23000591443779983,0.1511467437734113,0.24972070710389693,0.026286390221462837,0.4862982190970625,0.5060130117631597,98.50167575737663,1.4983242426233818
05CFFC,Boston,1991,91.79679969153653,1.1085405822247927,0.578368999421631,0.3952188162714479,0.24098708309234626,1.0217852323115482,2.940042413726624,0.6940427993059572,1.224214382109119,93.7246963562753,6.275303643724696
05CFFD,Bramley/Ravenfield/Wickersley,1991,97.22369272395741,0.8940650549967649,0.3293923886830186,0.22939827068995938,0.1646961943415093,0.09999411799305924,0.04705605552614552,0.4764425622022234,0.5352626316099053,98.6118463619787,1.3881536380212927
05CFFE,Brampton/Melton/Wentworth,1991,97.63532444245209,0.5491426650229743,0.3137958085845568,0.2913818222570884,0.12327692480107587,0.06724195898240502,0.044827972654936675,0.5715566513504426,0.4034517538944301,98.62153984086069,1.3784601591393029
05CFFF,Brinsworth/Catcliffe/Treeton,1991,97.47023809523809,0.650062656641604,0.18013784461152882,0.20363408521303256,0.14097744360902253,0.10181704260651628,0.3681077694235589,0.5404135338345865,0.34461152882205515,98.44141604010024,1.558583959899749
05CFFG,Broom,1991,95.78676688754821,0.8109979230540996,0.4252793986747107,0.5241815844130155,0.13846306003362674,0.553852240134507,0.514291365839185,0.553852240134507,0.6923153001681337,97.16150726931065,2.838492730689348
05CFFH,Central,1991,89.63819837558454,0.9598818606940683,0.2830420871277381,0.6768397735663303,0.24612355402412012,0.31996062023135613,5.9438838296825,0.7752891951759784,1.1567807039133646,91.12724587743047,8.87275412256953
05CFFJ,Dalton/Hooton Roberts/Thrybergh,1991,96.87143671607754,1.0048460661345495,0.32069555302166475,0.5059863169897377,0.14253135689851767,0.021379703534777653,0.042759407069555305,0.5986316989737742,0.49173318129988597,98.33950969213227,1.6604903078677309
05CFFK,Greasebrough,1991,98.0898012954221,0.5598858272038644,0.3073882972883961,0.24151937644088264,0.09880338127127017,0.09880338127127017,0,0.3513009111867384,0.2524975299154682,99.05587880118564,0.9441211988143594
05CFFL,Herringthorpe,1991,96.22861586314151,0.72900466562986,0.145800933125972,0.4860031104199067,0.33048211508553654,0.029160186625194404,0.9622861586314152,0.6706842923794711,0.4179626749611197,97.43390357698287,2.566096423017107
05CFFM,Kimberworth,1991,97.57544043258329,0.4273504273504274,0.1744287458573173,0.39246467817896385,0.21803593232164659,0.07849293563579278,0.034885749171463455,0.6628292342578057,0.43607186464329317,98.39525553811268,1.6047444618873188
05CFFN,Kiveton Park,1991,96.38491275728765,1.6299237279281162,0.6686866576115349,0.15672343537770347,0.14627520635252325,0.10448229025180232,0,0.5015149932086511,0.40748093198202906,98.82979834917982,1.1702016508201858
05CFFP,Maltby,1991,95.81800128497167,1.8807312656970971,0.31540213772560016,0.5315110098709187,0.2044273114888149,0.13433794754979264,0.06424858361077039,0.6191227147946966,0.4322177442906372,98.21856199988318,1.7814380001168155
05CFFQ,Park,1991,92.00374337111366,0.5927004263283768,0.23915982115004678,0.5303109077674951,0.22876156805656647,0.2183633149630862,4.824789435374857,0.5511074139544557,0.811063741291463,93.06436518664866,6.935634813351357
05CFFR,Rawmarsh East,1991,96.95393056475262,0.72840790842872,0.9838236685271025,0.4635323053637309,0.11351811559928106,0,0.009459842966606754,0.5675905779964052,0.17973701636552833,98.77968025730773,1.2203197426922712
05CFFS,Rawmarsh West,1991,97.54165809504217,0.689158609339642,0.3188644311869986,0.37029417815264354,0.13371734211067682,0.02057189878625797,0.04114379757251594,0.41143797572515944,0.47315367208393333,98.68339847767948,1.3166015223205103
05CFFT,St.John's,1991,96.55236675363399,1.090197540067089,0.40998881848676855,0.3354453969437197,0.12113306000745434,0.03727171077152441,0,1.0342899739098026,0.4193067461796497,98.1736861721953,1.8263138278046966
05CFFU,Swinton,1991,97.70705834353325,0.8486332109343125,0.2039983680130559,0.2692778457772338,0.11423908608731131,0.12239902080783352,0.02447980416156671,0.42431660546715627,0.28559771521827826,98.87392900856793,1.1260709914320686
05CFFW,Thorpe Hesley,1991,97.81883731410545,0.5047318611987383,0.45065344749887337,0.2163136547994592,0.09914375844975214,0.07210455159981974,0.03605227579990987,0.3785488958990536,0.423614240648941,98.87336638125282,1.1266336187471835
05CFFX,Thurcroft/Whiston,1991,96.70245398773007,0.9777607361963191,0.4601226993865031,0.3834355828220859,0.07668711656441718,0.07668711656441718,0.12461656441717792,0.6230828220858895,0.5751533742331288,98.2170245398773,1.7829754601226995
