cob,xij1991,xij2001,xij2011,label,w1991q,w2001q,w2011q
France,0.08100252537284987,0.17211066591202104,0.18218787687825522,01AJFT,0.0721535099959839,0.14538381308446185,0.14658965140218128
France,0.08100252537284987,0.1650386865577642,0.11970983243277276,01AJFU,0.054001683581899905,0.09945165524716922,0.1028261581777388
France,0.09529708867394102,0.14449351567193897,0.11938571973666223,01AJFW,0.06432553485491019,0.11842843689671063,0.13005559341927708
France,0.06194310763806166,0.05726127084226365,0.07696515297599178,01AJFX,0.06766093295849814,0.10568085621516768,0.11785740315172014
France,0.11435650640872921,0.06944481506855811,0.10486321566521507,01AJFY,0.09325500820235655,0.11381521792599256,0.12409828132980023
France,0.0762376709391528,0.08137765956603868,0.10648000272188791,01AJFZ,0.05813122409110402,0.06056691949545115,0.08234862668352434
France,0.09053223424024395,0.15912464644364885,0.14413824117342905,01AJGA,0.07691836442968096,0.11651100089856148,0.09947578843711878
France,0.05717825320436461,0.09246295344532887,0.129492031465557,01AJGB,0.10085608551325423,0.1473164767388328,0.12022580641728753
France,0.06194310763806166,0.05989174111595319,0.06404620370986927,01AJGC,0.03732469306396023,0.05381521557747986,0.07811868622378716
France,0,0.036721790150575466,0.04037944052319526,01AKFA,0.023824272168485254,0.06576072503595802,0.10835096679838227
France,0.09529708867394102,0.04678427361931958,0.057717572251589626,01AKFB,0.05527231143088579,0.09699538808897723,0.08559699699931414
France,0.028589126602182303,0.05975241926315508,0.06962726318637802,01AKFC,0.04574260256349169,0.0590236791891402,0.09368360983946168
France,0.04288368990327345,0.09564941535472514,0.03918958747429736,01AKFD,0.054001683581899905,0.07904009206438073,0.06877337919235578
France,0.05717825320436461,0.10047236046937809,0.06756887801575434,01AKFE,0.05050745699718874,0.07390816173606113,0.06616708679821512
France,0.03335398103587935,0.0738181843133887,0.2172316788442591,01AKFF,0.03573640825272788,0.07183453766002444,0.07679652157397054
France,0.05241339877066756,0.07809640754124336,0.11050997505959474,01AKFG,0.04923682914820285,0.07754748076317146,0.0911687267529824
France,0.0381188354695764,0.10133138206248993,0.08977495560763792,01AKFH,0.07385524372230427,0.09563401782584112,0.08568242525512437
France,0.028589126602182303,0.10788961770140205,0.0681658919757694,01AKFJ,0.04645733072854624,0.06426111847853515,0.09315509874088054
France,0.0381188354695764,0.033960230114874625,0.04487449939790175,01AKFK,0.06432553485491019,0.08493418114660672,0.07593826388852773
France,0.03335398103587935,0.13401890345488304,0.08342335827890068,01AKFL,0.0794142405616175,0.0792424155934715,0.09014827800356473
France,0.10959165197503218,0.08085862015290723,0.08792962653610398,01AKFM,0.05836946681278887,0.08250700419390332,0.07275097823913124
France,0.05241339877066756,0.055655421654256056,0.0597113289891688,01AKFN,0.05598703959594034,0.059102917027876005,0.05863128665567069
France,0,0.02727768247957486,0.07102381865557288,01AKFP,0.055987039595940334,0.09635102143208503,0.14243261138177468
France,0.0095297088673941,0.015574373093083313,0.039655329575118345,01AKFQ,0.022633058560060988,0.06954550285713032,0.09885106863240044
France,0.04288368990327345,0.09043305889555553,0.14884971231478994,01AKFR,0.04844268674258667,0.07214635265372109,0.10477231200931328
France,0.06194310763806166,0.05295415563123215,0.07186912571706694,01AKFS,0.045606463865386054,0.07688751178943275,0.06173863292139199
France,0.05241339877066756,0.12995466957083368,0.09118054964238366,01AKFT,0.046060259525738154,0.06934465395146627,0.07223163636574248
France,0.0190594177347882,0.04274371103303101,0.034529193919702245,01AKFU,0.05173270528013941,0.07821362280085584,0.06308368514364966
France,0.10482679754133511,0.12715236969503693,0.15898542422179915,01AKFW,0.05558996839313225,0.08180797993589775,0.10800108008229833
France,0.0762376709391528,0.06326177353642079,0.21696732992973009,01AKFX,0.02978034021060657,0.057602724946045805,0.09796798444715067
France,0.05717825320436461,0.07884910681069116,0.0671918267689748,01AKFY,0.05479582598751608,0.07962364814130447,0.08878506441029055
France,0.11435650640872921,0.09585607011518493,0.12246719759153633,01AKFZ,0.0462871573559142,0.0863224373836786,0.09250397937563498
France,0.05241339877066756,0.05543847598356269,0.0717603719996236,01AKGA,0.052413398770667564,0.07927121537943946,0.11969879615806972
France,0.0381188354695764,0.16969415504604776,0.27134072320224767,01ALFA,0.08100252537284987,0.2332017356915297,0.2775432009718748
France,0.11435650640872921,0.07531969010204866,0.09718257170540572,01ALFB,0.14771048744460857,0.15454580595776962,0.15287973493091006
France,0.04288368990327345,0.06775734337856294,0.09363537487734508,01ALFC,0.06861390384523754,0.14863304782102885,0.15825322545789133
France,0.0857673798065469,0.14304475797511823,0.19363773895370387,01ALFD,0.10482679754133513,0.1380607005093426,0.1309277970138737
France,0.0381188354695764,0.17256360937698503,0.15852469694367552,01ALFE,0.07147281650545576,0.1564147687715623,0.23163324678985095
France,0.09529708867394102,0.17634327902361926,0.19089142591304142,01ALFF,0.07759905792020912,0.18735622104753333,0.20918505116262748
France,0.13818077857721447,0.12973922759251216,0.14041751528885524,01ALFG,0.12865106970982038,0.11642125314143437,0.15454489162603066
France,0.0667079620717587,0.07058723653472687,0.09094711941069109,01ALFH,0.07759905792020909,0.12300161554552114,0.16065442697798624
France,0.04288368990327345,0.1585785171787542,0.24808645549989866,01ALFJ,0.09529708867394102,0.28375080279232395,0.3317869755965448
France,0.09053223424024395,0.39751654089146393,0.3266949733525881,01ALFK,0.08290846714632868,0.19014086980632575,0.22474900663633393
France,0.09529708867394102,0.11697781993171054,0.1063961763576889,01ALFL,0.13758517177300233,0.13541021665705216,0.1290220713060441
France,0.06194310763806166,0.08548408702096558,0.12986276743054725,01ALFM,0.05797239560998078,0.1290027403837272,0.1568464493703575
France,0.1334159241435174,0.4122956475787578,0.49625582862491646,01ALFN,0.08814980702339544,0.18377964070169886,0.25952401120808827
France,0.08100252537284987,0.13549550144913342,0.21989937673681578,01ALFP,0.16756404758501292,0.17702057181618605,0.1917138893737538
France,0.0857673798065469,0.07977357078395395,0.1482859282510909,01ALFQ,0.060990136751322255,0.0887287022932606,0.12808326552066093
France,0.0857673798065469,0.06265367932585263,0.12509353343932056,01ALFR,0.09053223424024395,0.10014402555733984,0.1331737395000696
France,0.1524753418783056,0.23347386144352433,0.18753721163022197,01ALFS,0.18446793593312866,0.14517271706705892,0.1744375426373134
France,0.10482679754133511,0.2263338894961268,0.24905579260706573,01ALFT,0.140563205794063,0.17934185304546024,0.21346373201608768
France,0.13818077857721447,0.26100673198682606,0.4635184531501701,01ALFU,0.05431934054414638,0.20351487408942726,0.2631352433087686
France,0.0190594177347882,0.10444244126659151,0.1414685122731044,01ALFW,0.08168321886337801,0.18730960527504037,0.24426448610054274
France,0.24777243055224665,0.11626878594038612,0.11718366149391954,01ALFX,0.12547450008735567,0.13623860245183775,0.13969198102764488
France,0.10482679754133511,0.12539581847204978,0.11316032764579491,01ALFY,0.11316529280030496,0.1376139149803518,0.13408150630970572
France,0.3383046647924906,0.19289378107929253,0.18374003349368462,01ALFZ,0.16268574423622786,0.1790880874326537,0.2103434779999368
France,0.07147281650545576,0.1204760673181664,0.15304439504964124,01ALGA,0.11912136084242626,0.12560648597896734,0.14510273137811935
France,0.08100252537284987,0.13563806521092375,0.10371447903830466,01ALGB,0.07719064182589222,0.12575693061118368,0.14713314268094807
France,0.0190594177347882,0.17138694317074635,0.31387565750526797,01AMFA,0.05241339877066755,0.161204304210339,0.30021894371005853
France,0.0381188354695764,0.050031025936449765,0.1632315909447438,01AMFB,0.04407490351169772,0.06489407177219576,0.13604286271618737
France,0.04764854433697051,0.09243362109875489,0.13120533328458242,01AMFC,0.0381188354695764,0.053032598262688774,0.13917057210246978
France,0.014294563301091152,0.035280132356984656,0.048284937375114356,01AMFD,0.04407490351169772,0.09613864186173181,0.2020986097593715
France,0.0381188354695764,0.05370550889927846,0.11623793983403657,01AMFE,0.036076754997991956,0.06635477837212314,0.14175741789987784
France,0.04288368990327345,0.0704674935921201,0.22728836828531607,01AMFF,0.047648544336970494,0.07757119663823568,0.1560614966952939
France,0.03335398103587935,0.05747222964100523,0.14634611831790553,01AMFG,0.036212893696097585,0.11084370477389988,0.19824031502178263
